Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
50857070,A,City A,menbro,Male,Sport and travel,85.13,5,21.28,446.93,2025-05-19,20:05:11,Cash,425.65,4.76,21.28,9.5
276bd474,A,City A,visitante,Male,Home and life style,38.57,7,13.5,283.49,2025-09-18,23:01:23,Credit Card,269.99,4.76,13.5,8.0
26f31eba,A,City B,menbro,Female,Sport and travel,11.14,7,3.9,81.88,2026-01-06,23:37:14,Credit Card,77.98,4.76,3.9,7.8
f4aadbcf,A,City B,visitante,Male,Home and life style,36.99,3,5.55,116.52,2025-04-05,08:22:03,Credit Card,110.97,4.76,5.55,6.2
1e48b6c0,C,City C,visitante,Female,Health and beauty,37.29,1,1.86,39.15,2025-09-17,01:42:38,Cash,37.29,4.76,1.86,7.7
09af669f,A,City C,menbro,Male,Eletronic accessories,84.18,3,12.63,265.17,2025-07-22,08:17:05,Credit Card,252.54,4.76,12.63,8.6
a758838a,B,City B,menbro,Female,Health and beauty,61.75,5,15.44,324.19,2025-04-11,19:33:57,Cash,308.75,4.76,15.44,9.8
da12690d,C,City A,menbro,Female,Fashion accessories,35.76,9,16.09,337.93,2025-11-09,12:09:03,Ewallet,321.84,4.76,16.09,6.9
670c201a,B,City C,visitante,Female,Home and life style,69.74,4,13.95,292.91,2025-07-29,20:32:55,Cash,278.96,4.76,13.95,9.4
60ded9a9,C,City C,menbro,Female,Food and beverages,83.56,6,25.07,526.43,2025-10-08,08:13:33,Ewallet,501.36,4.76,25.07,4.3
d47397ca,A,City A,visitante,Male,Eletronic accessories,31.13,5,7.78,163.43,2025-07-12,02:18:04,Cash,155.65,4.76,7.78,4.1
5173f81c,B,City A,visitante,Male,Eletronic accessories,73.5,9,33.08,694.58,2025-12-13,02:47:17,Cash,661.5,4.76,33.08,5.0
049daddd,A,City C,menbro,Female,Sport and travel,38.9,2,3.89,81.69,2025-11-17,02:50:07,Cash,77.8,4.76,3.89,9.1
acfed9ff,A,City C,menbro,Female,Eletronic accessories,42.23,2,4.22,88.68,2025-02-24,08:52:47,Credit Card,84.46,4.76,4.22,6.0
06a4b8c9,B,City B,menbro,Female,Eletronic accessories,31.27,1,1.56,32.83,2025-05-23,19:50:52,Credit Card,31.27,4.76,1.56,6.6
c68f4b3b,A,City C,visitante,Female,Eletronic accessories,15.22,2,1.52,31.96,2025-09-03,14:12:55,Credit Card,30.44,4.76,1.52,9.7
c8395507,A,City C,menbro,Male,Food and beverages,44.03,5,11.01,231.16,2025-11-02,01:22:19,Ewallet,220.15,4.76,11.01,5.0
b5ce2be0,C,City B,visitante,Male,Fashion accessories,92.48,1,4.62,97.1,2025-11-03,18:30:09,Credit Card,92.48,4.76,4.62,8.7
c7ec482f,A,City A,menbro,Female,Eletronic accessories,54.01,3,8.1,170.13,2025-08-15,05:31:18,Credit Card,162.03,4.76,8.1,7.0
93125da9,A,City C,menbro,Male,Sport and travel,42.24,2,4.22,88.7,2025-10-04,18:04:47,Credit Card,84.48,4.76,4.22,8.7
8e710f7d,A,City C,visitante,Female,Fashion accessories,58.25,5,14.56,305.81,2026-01-16,17:50:17,Cash,291.25,4.76,14.56,4.6
004e1b2a,C,City A,visitante,Female,Sport and travel,87.54,1,4.38,91.92,2025-06-29,08:05:14,Ewallet,87.54,4.76,4.38,7.0
a4133739,B,City C,menbro,Female,Fashion accessories,19.77,10,9.88,207.58,2025-07-03,20:36:48,Credit Card,197.7,4.76,9.88,9.2
015744a2,C,City A,visitante,Female,Food and beverages,87.97,6,26.39,554.21,2025-12-20,09:20:03,Ewallet,527.82,4.76,26.39,9.4
1735d41f,C,City B,visitante,Male,Fashion accessories,98.87,2,9.89,207.63,2026-01-08,18:26:32,Cash,197.74,4.76,9.89,7.9
fa110d61,A,City B,menbro,Male,Sport and travel,56.06,7,19.62,412.04,2025-03-05,19:00:45,Credit Card,392.42,4.76,19.62,9.9
23365bf5,B,City A,visitante,Male,Health and beauty,14.07,6,4.22,88.64,2025-07-13,13:05:43,Cash,84.42,4.76,4.22,6.9
9f968ab8,A,City C,menbro,Male,Home and life style,16.13,8,6.45,135.49,2025-12-14,02:56:52,Credit Card,129.04,4.76,6.45,5.3
d0ca4192,C,City A,menbro,Male,Fashion accessories,91.69,6,27.51,577.65,2025-05-31,17:46:44,Credit Card,550.14,4.76,27.51,4.3
186263c4,A,City B,menbro,Female,Sport and travel,40.21,9,18.09,379.98,2025-11-20,00:35:48,Credit Card,361.89,4.76,18.09,5.9
24f1d7b0,A,City B,visitante,Female,Eletronic accessories,65.47,5,16.37,343.72,2025-12-16,00:10:33,Ewallet,327.35,4.76,16.37,4.4
2be0ed26,C,City A,visitante,Female,Sport and travel,83.64,3,12.55,263.47,2025-11-28,22:01:22,Ewallet,250.92,4.76,12.55,4.7
c307f52d,A,City B,menbro,Female,Fashion accessories,51.33,8,20.53,431.17,2025-12-13,09:12:17,Credit Card,410.64,4.76,20.53,8.2
a41f696a,A,City B,visitante,Female,Sport and travel,50.89,6,15.27,320.61,2025-08-16,19:17:16,Ewallet,305.34,4.76,15.27,6.1
9a6bbaf4,A,City B,visitante,Male,Fashion accessories,17.0,7,5.95,124.95,2025-02-26,00:30:58,Ewallet,119.0,4.76,5.95,6.3
03fc55a5,C,City A,menbro,Female,Sport and travel,24.97,10,12.48,262.18,2025-11-26,14:38:34,Ewallet,249.7,4.76,12.48,4.6
e5a75381,B,City A,menbro,Female,Fashion accessories,85.28,5,21.32,447.72,2025-05-13,07:11:51,Cash,426.4,4.76,21.32,9.9
48551264,A,City B,menbro,Female,Food and beverages,13.42,9,6.04,126.82,2025-08-16,18:33:25,Credit Card,120.78,4.76,6.04,4.5
cc2942ec,C,City B,visitante,Female,Fashion accessories,12.71,6,3.81,80.07,2026-02-17,03:18:50,Ewallet,76.26,4.76,3.81,4.6
2e5579e5,C,City B,visitante,Male,Health and beauty,36.55,6,10.96,230.26,2026-02-03,07:30:31,Ewallet,219.3,4.76,10.96,5.9
98606757,A,City B,visitante,Male,Sport and travel,60.3,5,15.08,316.58,2025-05-08,04:16:23,Cash,301.5,4.76,15.08,9.2
f89f6f20,B,City B,visitante,Male,Sport and travel,33.28,6,9.98,209.66,2025-11-11,16:11:48,Credit Card,199.68,4.76,9.98,8.7
1ecffee0,C,City B,visitante,Male,Eletronic accessories,84.3,7,29.51,619.61,2025-04-18,16:14:28,Credit Card,590.1,4.76,29.51,9.1
ddd8991b,B,City A,menbro,Male,Food and beverages,96.95,3,14.54,305.39,2025-12-12,10:09:48,Cash,290.85,4.76,14.54,7.1
6e35c260,B,City B,menbro,Female,Health and beauty,17.15,2,1.71,36.01,2025-09-08,00:02:25,Cash,34.3,4.76,1.71,9.1
232c1f9d,B,City C,visitante,Female,Food and beverages,57.11,3,8.57,179.9,2025-11-18,01:34:35,Ewallet,171.33,4.76,8.57,9.0
72b1b063,B,City C,menbro,Female,Fashion accessories,82.94,6,24.88,522.52,2025-09-20,10:43:00,Cash,497.64,4.76,24.88,6.5
e6acabca,B,City C,menbro,Male,Health and beauty,85.05,8,34.02,714.42,2025-07-18,16:11:32,Cash,680.4,4.76,34.02,5.8
8d90dfe6,A,City B,menbro,Male,Health and beauty,34.12,2,3.41,71.65,2026-01-29,22:44:27,Ewallet,68.24,4.76,3.41,8.3
a7e40796,B,City C,menbro,Female,Food and beverages,19.98,10,9.99,209.79,2025-09-01,18:26:24,Credit Card,199.8,4.76,9.99,9.9
979aa6ac,C,City C,menbro,Male,Fashion accessories,11.18,8,4.47,93.91,2026-01-19,06:41:47,Ewallet,89.44,4.76,4.47,8.2
0241dde5,A,City A,menbro,Male,Sport and travel,69.58,9,31.31,657.53,2025-09-25,08:46:55,Ewallet,626.22,4.76,31.31,8.0
98779b57,C,City B,visitante,Male,Sport and travel,75.69,4,15.14,317.9,2025-09-12,11:55:34,Ewallet,302.76,4.76,15.14,9.0
c61350de,B,City A,visitante,Female,Food and beverages,40.01,3,6.0,126.03,2026-01-08,21:07:29,Credit Card,120.03,4.76,6.0,4.5
a2132824,B,City A,visitante,Male,Food and beverages,22.59,7,7.91,166.04,2025-09-01,02:14:57,Credit Card,158.13,4.76,7.91,8.4
0d948b7c,C,City C,menbro,Male,Fashion accessories,53.08,7,18.58,390.14,2025-07-26,21:26:15,Credit Card,371.56,4.76,18.58,8.3
5ae35411,A,City B,menbro,Female,Eletronic accessories,65.21,9,29.34,616.23,2025-09-14,03:47:04,Credit Card,586.89,4.76,29.34,6.7
027ae8fe,A,City A,visitante,Female,Sport and travel,68.12,2,6.81,143.05,2025-11-29,02:25:54,Ewallet,136.24,4.76,6.81,5.1
4c7024b8,B,City A,menbro,Female,Fashion accessories,40.18,5,10.05,210.95,2025-03-01,13:19:03,Ewallet,200.9,4.76,10.05,8.7
53029c6b,A,City B,visitante,Female,Eletronic accessories,76.82,1,3.84,80.66,2025-07-12,02:38:19,Credit Card,76.82,4.76,3.84,9.5
4a9a4eb0,C,City A,menbro,Male,Health and beauty,98.98,4,19.8,415.72,2025-12-04,00:37:50,Credit Card,395.92,4.76,19.8,6.0
99515e16,B,City B,menbro,Female,Health and beauty,35.76,7,12.52,262.84,2025-07-31,15:50:47,Cash,250.32,4.76,12.52,6.3
7316bc4d,B,City A,visitante,Male,Food and beverages,64.38,1,3.22,67.6,2026-02-03,15:01:05,Cash,64.38,4.76,3.22,5.2
cb6cf255,A,City A,visitante,Male,Home and life style,24.78,9,11.15,234.17,2025-06-22,20:41:40,Ewallet,223.02,4.76,11.15,9.6
6a8b2b5e,B,City B,menbro,Male,Eletronic accessories,21.31,2,2.13,44.75,2025-03-06,05:16:56,Cash,42.62,4.76,2.13,6.0
ce9e2432,B,City A,menbro,Female,Health and beauty,72.67,4,14.53,305.21,2025-09-15,00:25:23,Credit Card,290.68,4.76,14.53,5.1
5582186e,A,City B,visitante,Male,Food and beverages,63.14,8,25.26,530.38,2026-01-28,12:18:15,Ewallet,505.12,4.76,25.26,4.3
c7952d7f,B,City C,menbro,Female,Health and beauty,49.2,10,24.6,516.6,2025-09-06,20:37:12,Ewallet,492.0,4.76,24.6,6.7
e92e6edd,A,City B,menbro,Female,Fashion accessories,65.28,2,6.53,137.09,2025-05-30,08:50:18,Cash,130.56,4.76,6.53,4.1
709c3df3,B,City C,visitante,Male,Food and beverages,21.48,8,8.59,180.43,2025-05-10,08:33:57,Cash,171.84,4.76,8.59,5.3
a3089c1c,B,City A,menbro,Male,Sport and travel,71.21,10,35.6,747.7,2025-04-09,02:18:21,Cash,712.1,4.76,35.6,9.4
344344e1,A,City C,visitante,Female,Home and life style,96.71,7,33.85,710.82,2026-02-19,15:00:16,Credit Card,676.97,4.76,33.85,8.4
d286c403,C,City B,menbro,Female,Health and beauty,96.89,6,29.07,610.41,2025-10-27,05:51:29,Cash,581.34,4.76,29.07,9.6
968d7767,B,City C,menbro,Male,Eletronic accessories,92.82,10,46.41,974.61,2025-09-02,22:11:19,Cash,928.2,4.76,46.41,5.8
a6f96d62,B,City C,menbro,Male,Home and life style,27.76,8,11.1,233.18,2025-09-02,23:40:21,Credit Card,222.08,4.76,11.1,5.6
1db6316e,A,City B,visitante,Female,Food and beverages,26.72,4,5.34,112.22,2025-09-09,21:36:03,Credit Card,106.88,4.76,5.34,7.7
e42b81be,B,City B,menbro,Male,Sport and travel,17.53,5,4.38,92.03,2025-08-05,00:50:30,Credit Card,87.65,4.76,4.38,5.7
27776ecd,B,City C,menbro,Female,Sport and travel,87.26,3,13.09,274.87,2025-12-20,05:27:21,Credit Card,261.78,4.76,13.09,7.2
afe5c759,A,City B,menbro,Male,Home and life style,10.32,9,4.64,97.52,2025-09-30,11:01:07,Credit Card,92.88,4.76,4.64,4.4
322c9ebf,A,City B,menbro,Female,Home and life style,42.4,2,4.24,89.04,2025-08-11,03:42:05,Credit Card,84.8,4.76,4.24,9.6
32d7e730,B,City A,visitante,Female,Food and beverages,92.23,4,18.45,387.37,2025-12-22,16:33:17,Ewallet,368.92,4.76,18.45,5.2
3c602929,A,City C,menbro,Female,Fashion accessories,98.65,2,9.87,207.17,2026-01-01,22:41:03,Credit Card,197.3,4.76,9.87,10.0
ba4f54d0,C,City C,menbro,Female,Fashion accessories,57.98,1,2.9,60.88,2026-01-13,03:23:44,Credit Card,57.98,4.76,2.9,8.4
8a52455e,A,City C,visitante,Male,Sport and travel,17.06,4,3.41,71.65,2025-12-03,20:46:12,Credit Card,68.24,4.76,3.41,6.2
d53facaf,B,City A,menbro,Female,Eletronic accessories,72.69,9,32.71,686.92,2025-08-01,07:53:44,Ewallet,654.21,4.76,32.71,7.5
c90509a7,B,City C,visitante,Male,Food and beverages,79.59,6,23.88,501.42,2026-01-11,01:32:13,Ewallet,477.54,4.76,23.88,4.0
163e4aae,B,City B,menbro,Male,Fashion accessories,58.71,1,2.94,61.65,2025-06-19,06:26:32,Credit Card,58.71,4.76,2.94,8.4
a7241f13,C,City B,menbro,Male,Sport and travel,80.14,2,8.01,168.29,2026-01-22,00:57:23,Cash,160.28,4.76,8.01,5.4
6319a070,C,City C,menbro,Male,Sport and travel,58.29,9,26.23,550.84,2025-07-14,16:00:51,Ewallet,524.61,4.76,26.23,5.5
405433bf,B,City C,menbro,Male,Home and life style,91.18,1,4.56,95.74,2025-07-21,21:02:12,Cash,91.18,4.76,4.56,5.0
71f1adc0,A,City A,menbro,Male,Food and beverages,17.69,4,3.54,74.3,2025-04-08,01:44:14,Credit Card,70.76,4.76,3.54,5.7
f482c0f9,A,City C,menbro,Male,Health and beauty,71.86,8,28.74,603.62,2025-03-02,13:48:40,Credit Card,574.88,4.76,28.74,6.9
5deb8c75,A,City C,menbro,Male,Sport and travel,30.63,9,13.78,289.45,2025-03-21,13:45:37,Ewallet,275.67,4.76,13.78,6.5
571c0714,A,City C,menbro,Male,Fashion accessories,52.18,1,2.61,54.79,2026-02-10,18:00:21,Ewallet,52.18,4.76,2.61,8.5
8bedbea1,B,City C,visitante,Male,Fashion accessories,34.38,8,13.75,288.79,2025-04-13,20:54:35,Credit Card,275.04,4.76,13.75,4.5
860ced48,A,City C,menbro,Female,Food and beverages,17.24,7,6.03,126.71,2025-08-24,12:37:33,Cash,120.68,4.76,6.03,6.1
dee315b3,C,City A,menbro,Female,Food and beverages,11.98,3,1.8,37.74,2025-10-02,20:47:09,Cash,35.94,4.76,1.8,5.2
31f5c6dc,C,City B,visitante,Male,Eletronic accessories,90.02,5,22.5,472.6,2025-05-05,18:11:08,Cash,450.1,4.76,22.5,4.1
254d7330,B,City B,visitante,Female,Eletronic accessories,22.66,8,9.06,190.34,2025-03-30,13:12:46,Ewallet,181.28,4.76,9.06,5.5
ec5082f2,C,City C,visitante,Female,Sport and travel,69.56,3,10.43,219.11,2025-07-03,02:53:56,Credit Card,208.68,4.76,10.43,7.5
4719bd94,A,City C,visitante,Female,Eletronic accessories,89.89,7,31.46,660.69,2025-08-21,13:40:50,Cash,629.23,4.76,31.46,8.7
0bcf6232,B,City B,visitante,Female,Food and beverages,37.33,9,16.8,352.77,2025-08-09,01:33:52,Cash,335.97,4.76,16.8,4.3
926cb50c,B,City A,visitante,Female,Fashion accessories,98.37,7,34.43,723.02,2025-05-10,21:36:05,Ewallet,688.59,4.76,34.43,8.4
f321f60d,C,City C,menbro,Female,Health and beauty,64.14,8,25.66,538.78,2025-06-29,09:55:10,Credit Card,513.12,4.76,25.66,8.6
e0fd5336,C,City C,menbro,Female,Sport and travel,94.27,8,37.71,791.87,2025-09-19,15:20:07,Ewallet,754.16,4.76,37.71,4.4
a424653c,A,City B,visitante,Male,Sport and travel,61.78,9,27.8,583.82,2026-01-09,19:19:21,Cash,556.02,4.76,27.8,7.6
06e76d20,B,City A,menbro,Female,Home and life style,57.33,3,8.6,180.59,2026-01-11,18:10:14,Cash,171.99,4.76,8.6,9.2
63396992,B,City A,menbro,Female,Sport and travel,27.93,4,5.59,117.31,2025-05-10,01:03:53,Ewallet,111.72,4.76,5.59,8.9
fafb7d58,C,City A,visitante,Male,Sport and travel,56.88,9,25.6,537.52,2025-06-26,02:33:33,Ewallet,511.92,4.76,25.6,9.5
3dc3a634,C,City A,menbro,Female,Fashion accessories,88.37,7,30.93,649.52,2025-04-21,17:16:20,Ewallet,618.59,4.76,30.93,8.7
ec2701ec,B,City B,menbro,Male,Fashion accessories,74.89,6,22.47,471.81,2026-01-02,23:14:28,Cash,449.34,4.76,22.47,5.0
8b4d2724,C,City B,visitante,Male,Fashion accessories,16.88,10,8.44,177.24,2025-11-05,15:14:47,Cash,168.8,4.76,8.44,9.4
c34f4286,B,City B,visitante,Female,Fashion accessories,87.33,4,17.47,366.79,2025-05-27,05:49:55,Ewallet,349.32,4.76,17.47,8.3
bdf45542,B,City B,menbro,Male,Fashion accessories,91.61,1,4.58,96.19,2025-04-07,05:46:41,Cash,91.61,4.76,4.58,7.3
